257,64
258,28
259,66
260,23
261,101
262,58
263,53
264,25
265,41
266,21
267,25
268,91
269,58
270,21
271,22
272,29
273,45
274,47
275,55
276,26
277,71
278,26
279,28
280,23
281,116
282,21
283,81
284,28
285,23
286,33
287,110
288,100
289,70
290,60
291,22
292,58
293,30
294,71
295,106
296,99
297,88
298,24
299,75
300,42
301,26
302,97
303,98
304,90
305,38
306,45
307,23
308,26
309,88
310,37
311,35
312,85
313,38
314,26
315,23
316,58
317,64
318,22
319,48
320,37
321,83
322,63
323,23
324,24
325,38
326,22
327,22
328,29
329,27
330,103
331,98
332,50
333,83
334,79
335,38
336,28
337,31
338,54
339,48
340,25
341,22
342,21
343,22
344,53
345,29
346,26
347,28
348,21
349,33
350,104
351,46
352,25
353,54
354,69
355,37
356,23
357,92
358,50
359,39
360,24
361,43
362,33
363,81
364,31
365,25
366,27
367,64
368,52
369,116
370,28
371,95
372,22
373,32
374,21
375,73
376,71
377,26
378,22
379,88
380,63
381,21
382,34
383,117
384,61
385,24
386,36
387,88
388,21
389,22
390,30
391,27
392,54
393,77
394,22
395,21
396,21
397,35
398,72
399,59
400,34
401,22
402,46
403,45
404,40
405,47
406,29
407,27
408,93
409,36
410,23
411,48
412,40
413,49
414,47
415,24
416,81
417,21
418,22
419,101
420,23
421,36
422,24
423,81
424,26
425,29
426,91
427,28
428,78
429,54
430,21
431,25
432,72
433,50
434,82
435,27
436,24
437,23
438,49
439,22
440,56
441,73
442,63
443,23
444,31
445,27
446,33
447,24
448,30
449,41
450,23
451,43
452,21
453,30
454,30
455,27
456,65
457,25
458,53
459,42
460,100
461,58
462,77
463,59
464,27
465,53
466,21
467,41
468,84
469,49
470,52
471,39
472,31
473,29
474,62
475,76
476,57
477,22
478,21
479,21
480,58
481,23
482,49
483,60
484,44
485,21
486,21
487,27
488,25
489,54
490,87
491,23
492,28
493,55
494,91
495,53
496,27
497,93
498,23
499,23
500,38
501,81
502,56
503,97
504,23
505,31
506,61
507,89
508,42
509,65
510,103
511,24
512,102
513,42
514,104
515,37
516,42
517,105
518,76
519,78
520,47
521,54
522,119
523,104
524,27
525,90
526,46
527,52
528,69
529,71
530,75
531,25
532,48
533,36
534,23
535,75
536,88
537,90
538,55
539,32
540,49
541,47
542,53
543,41
544,22
545,45
546,21
547,60
548,39
549,82
550,39
551,22
552,37
553,39
554,21
555,78
556,30
557,52
558,34
559,22
560,32
561,25
562,32
563,21
564,62
565,45
566,78
567,45
568,34
569,36
570,119
571,21
572,21
573,52
574,47
575,24
576,24
577,51
578,101
579,65
580,35
581,33
582,85
583,108
584,107
585,96
586,70
587,28
588,41
589,24
590,36
591,107
592,35
593,92
594,112
595,23
596,35
597,72
598,70
599,97
600,25
601,69
602,111
603,28
604,31
605,43
606,43
607,50
608,23
609,36
610,29
611,54
612,100
613,24
614,48
615,88
616,22
617,30
618,23
619,53
620,46
621,56
622,47
623,21
624,43
625,44
626,25
627,21
628,28
629,21
630,101
631,47
632,71
633,93
634,103
635,23
636,34
637,37
638,75
639,52
640,111
641,23
642,26
643,92
644,29
645,96
646,67
647,36
648,25
649,107
650,22
651,88
652,50
653,62
654,101
655,23
656,26
657,23
658,24
659,50
660,23
661,22
662,24
663,107
664,21
665,23
666,22
667,35
668,53
669,99
670,22
671,49
672,21
673,31
674,38
675,33
676,26
677,25
678,99
679,44
680,23
681,21
682,33
683,78
684,68
685,29
686,120
687,21
688,40
689,23
690,55
691,60
692,28
693,93
694,53
695,28
696,21
697,70
698,76
699,60
700,57
701,97
702,27
703,68
704,26
705,77
706,23
707,46
708,21
709,22
710,23
711,25
712,22
713,46
714,21
715,93
716,106
717,21
718,102
719,36
720,25
721,46
722,23
723,46
724,36
725,79
726,102
727,40
728,45
729,64
730,24
731,25
732,51
733,41
734,21
735,103
736,28
737,24
738,40
739,31
740,27
741,57
742,52
743,34
744,25
745,60
746,28
747,24
748,69
749,25
750,57
751,21
752,84
753,86
754,47
755,27
756,55
757,40
758,85
759,25
760,25
761,21
762,39
763,94
764,49
765,41
766,80
767,110
768,65
769,28
770,29
771,21
772,21
773,21
774,37
775,26
776,61
777,79
778,39
779,35
780,21
781,23
782,37
783,101
784,21
785,21
786,25
787,61
788,49
789,21
790,110
791,89
792,23
793,36
794,68
795,72
796,21
797,45
798,65
799,66
800,101
801,22
802,74
803,107
804,22
805,26
806,24
807,77
808,21
809,67
810,26
811,23
812,105
813,69
814,22
815,115
816,84
817,28
818,59
819,35
820,33
821,54
822,27
823,47
824,22
825,21
826,30
827,22
828,54
829,22
830,92
831,45
832,24
833,55
834,40
835,27
836,106
837,70
838,22
839,21
840,39
841,31
842,24
843,34
844,23
845,27
846,33
847,21
848,53
849,22
850,35
851,21
852,72
853,73
854,58
855,98
856,89
857,21
858,21
859,40
860,23
861,102
862,22
863,30
864,47
865,52
866,60
867,41
868,31
869,80
870,45
871,101
872,24
873,74
874,30
875,30
876,22
877,77
878,30
879,67
880,104
881,85
882,82
883,62
884,51
885,39
886,50
887,38
888,45
889,56
890,21
891,68
892,47
893,22
894,22
895,23
896,72
897,84
898,65
899,23
900,55
901,27
902,22
903,93
904,22
905,36
906,25
907,23
908,26
909,54
910,107
911,24
912,38
913,72
914,104
915,22
916,26
917,43
918,52
919,90
920,24
921,56
922,51
923,82
924,78
925,71
926,21
927,46
928,49
929,69
930,71
931,26
932,21
933,91
934,23
935,23
936,29
937,34
938,30
939,53
940,22
941,27
942,89
943,48
944,22
945,77
946,67
947,31
948,29
949,31
950,25
951,47
952,21
953,96
954,33
955,92
956,56
957,35
958,36
959,26
960,24
961,25
962,45
963,26
964,22
965,67
966,36
967,37
968,23
969,87
970,22
971,26
972,23
973,21
974,96
975,26
976,77
977,53
978,58
979,23
980,21
981,110
982,71
983,22
984,87
985,24
986,119
987,41
988,55
989,35
990,81
991,94
992,61
993,31
994,23
995,83
996,23
997,56
998,27
999,28
1000,41
1001,35
1002,52
1003,62
1004,35
1005,41
1006,21
1007,25
1008,23
1009,59
1010,34
1011,24
1012,53
1013,24
1014,29
1015,39
1016,33
1017,28
1018,21
1019,21
1020,77
1021,91
1022,117
1023,40
1024,26
1025,23
1026,29
1027,33
1028,86
1029,57
1030,73
1031,30
1032,22
1033,33
1034,22
1035,47
1036,112
1037,22
1038,89
1039,23
1040,76
1041,27
1042,31
1043,35
1044,41
1045,66
1046,113
1047,110
1048,21
1049,21
1050,21
1051,95
1052,96
1053,21
1054,32
1055,23
1056,24
1057,72
1058,50
1059,21
1060,35
1061,32
1062,35
1063,47
1064,82
1065,44
1066,23
1067,76
1068,56
1069,21
1070,111
1071,36
1072,30
1073,29
1074,103
1075,100
1076,22
1077,96
1078,90
1079,23
1080,101
1081,102
1082,21
1083,80
1084,112
1085,39
1086,21
1087,23
1088,26
1089,50
1090,25
1091,67
1092,21
1093,63
1094,29
1095,90
1096,26
1097,43
1098,56
1099,109
1100,50
1101,52
1102,33
1103,21
1104,119
1105,29
1106,102
1107,22
1108,25
1109,76
1110,26
1111,23
1112,64
1113,30
1114,21
1115,59
1116,93
1117,21
1118,93
1119,23
1120,52
1121,22
1122,102
1123,56
1124,89
1125,26
1126,42
1127,23
1128,81
1129,24
1130,22
1131,34
1132,87
1133,42
1134,35
1135,87
1136,98
1137,30
1138,109
1139,23
1140,23
1141,25
1142,29
1143,100
1144,50
1145,29
1146,49
1147,39
1148,30
1149,38
1150,59
1151,21
1152,53
1153,49
1154,59
1155,40
1156,95
1157,25
1158,56
1159,63
1160,35
1161,74
1162,23
1163,27
1164,28
1165,52
1166,23
1167,25
1168,21
1169,22
1170,32
1171,24
1172,30
1173,72
1174,22
1175,21
1176,22
1177,66
1178,40
1179,40
1180,25
1181,24
1182,41
1183,95
1184,84
1185,24
1186,32
1187,66
1188,36
1189,21
1190,35
1191,105
1192,92
1193,52
1194,25
1195,24
1196,26
1197,34
1198,35
1199,27
1200,46
1201,91
1202,39
1203,113
1204,54
1205,52
1206,116
1207,75
1208,31
1209,39
1210,27
1211,51
1212,66
1213,88
1214,41
1215,46
1216,22
1217,108
1218,27
1219,45
1220,21
1221,73
1222,39
1223,101
1224,33
1225,73
1226,22
1227,60
1228,24
1229,47
1230,21
1231,79
1232,36
1233,40
1234,74
1235,22
1236,23
1237,71
1238,102
1239,43
1240,26
1241,25
1242,23
1243,21
1244,22
1245,64
1246,49
1247,24
1248,57
1249,105
1250,74
1251,63
1252,64
1253,27
1254,53
1255,23
1256,21
1257,73
1258,87
1259,27
1260,30
1261,89
1262,22
1263,86
1264,31
1265,103
1266,116
1267,43
1268,61
1269,97
1270,22
1271,21
1272,23
1273,27
1274,21
1275,25
1276,21
1277,53
1278,36
1279,62
1280,46
1281,25
1282,33
1283,27
1284,44
1285,21
1286,35
1287,55
1288,88
1289,28
1290,117
1291,25
1292,23
1293,22
1294,22
1295,46
1296,21
1297,21
1298,22
1299,70
1300,118
1301,25
1302,70
1303,22
1304,44
1305,76
1306,32
1307,47
1308,34
1309,94
1310,27
1311,21
1312,23
1313,67
1314,29
1315,64
1316,81
1317,79
1318,31
1319,59
1320,22
1321,30
1322,105
1323,28
1324,39
1325,21
1326,102
1327,44
1328,22
1329,21
1330,28
1331,22
1332,27
1333,22
1334,25
1335,93
1336,97
1337,55
1338,37
1339,29
1340,43
1341,76
1342,31
1343,62
1344,42
1345,66
1346,34
1347,30
1348,43
1349,83
1350,21
1351,60
1352,24
1353,21
1354,21
1355,64
1356,21
1357,112
1358,26
1359,23
1360,21
1361,51
1362,26
1363,29
1364,66
1365,41
1366,25
1367,53
1368,24
1369,65
1370,21
1371,70
1372,41
1373,31
1374,36
1375,21
1376,22
1377,102
1378,35
1379,59
1380,70
1381,40
1382,31
1383,118
1384,41
1385,34
1386,62
1387,45
1388,32
1389,21
1390,67
1391,34
1392,53
1393,21
1394,77
1395,30
1396,44
1397,21
1398,21
1399,71
1400,74
1401,21
1402,41
1403,28
1404,33
1405,21
1406,32
1407,43
1408,107
1409,90
1410,25
1411,62
1412,31
1413,53
1414,61
1415,103
1416,21
1417,33
1418,39
1419,38
1420,33
1421,25
1422,106
1423,21
1424,26
1425,67
1426,36
1427,87
1428,77
1429,39
1430,51
1431,47
1432,42
1433,23
1434,102
1435,114
1436,23
1437,28
1438,41
1439,22
1440,24
1441,74
1442,88
1443,49
1444,34
1445,44
1446,42
1447,41
1448,119
1449,21
1450,21
1451,33
1452,27
1453,113
1454,39
1455,49
1456,63
1457,119
1458,36
1459,40
1460,38
1461,22
1462,22
1463,21
1464,26
1465,21
1466,21
1467,36
1468,31
1469,43
1470,50
1471,48
1472,29
1473,37
1474,24
1475,75
1476,21
1477,69
1478,27
1479,21
1480,80
1481,29
1482,36
1483,22
1484,28
1485,120
1486,68
1487,21
1488,118
1489,24
1490,45
1491,37
1492,28
1493,60
1494,41
1495,50
1496,68
1497,43
1498,22
1499,22
1500,22
1501,64
1502,67
1503,36
1504,24
1505,111
1506,25
1507,25
1508,63
1509,46
1510,27
1511,42
1512,107
1513,75
1514,58
1515,26
1516,74
1517,34
1518,28
1519,73
1520,57
1521,97
1522,26
1523,21
1524,48
1525,79
1526,52
1527,29
1528,30
1529,66
1530,38
1531,38
1532,35
1533,25
1534,113
1535,57
1536,24
1537,24
1538,106
1539,105
1540,80
1541,25
1542,37
1543,71
1544,21
1545,23
1546,21
1547,84
1548,50
1549,30
1550,51
1551,27
1552,26
1553,98
1554,27
1555,94
1556,64
1557,109
1558,25
1559,22
1560,59
1561,69
1562,48
1563,23
1564,21
1565,45
1566,84
1567,24
1568,79
1569,74
1570,23
1571,52
1572,21
1573,54
1574,32
1575,22
1576,82
1577,35
1578,106
1579,35
1580,83
1581,45
1582,69
1583,22
1584,37
1585,21
1586,21
1587,24
1588,21
1589,25
1590,27
1591,65
1592,21
1593,103
1594,96
1595,21
1596,39
1597,66
1598,25
1599,28
1600,41
1601,33
1602,112
1603,45
1604,21
1605,30
1606,57
1607,102
1608,84
1609,50
1610,30
1611,57
1612,23
1613,22
1614,77
1615,57
1616,24
1617,80
1618,94
1619,25
1620,21
1621,24
1622,21
1623,22
1624,22
1625,97
1626,23
1627,54
1628,53
1629,33
1630,116
1631,23
1632,88
1633,108
1634,69
1635,109
1636,28
1637,33
1638,92
1639,23
1640,21
1641,25
1642,88
1643,25
1644,32
1645,55
1646,104
1647,53
1648,37
1649,81
1650,99
1651,45
1652,21
1653,100
1654,60
1655,23
1656,80
1657,87
1658,85
1659,36
1660,26
1661,82
1662,53
1663,22
1664,73
1665,32
1666,22
1667,22
1668,85
1669,116
1670,26
1671,98
1672,25
1673,23
1674,23
1675,56
1676,81
1677,22
1678,27
1679,27
1680,103
1681,24
1682,95
1683,114
1684,23
1685,47
1686,23
1687,114
1688,35
1689,21
1690,34
1691,66
1692,84
1693,22
1694,94
1695,51
1696,39
1697,120
1698,67
1699,29
1700,116
1701,21
1702,25
1703,24
1704,24
1705,33
1706,97
1707,21
1708,40
1709,24
1710,28
1711,35
1712,35
1713,25
1714,33
1715,49
1716,83
1717,48
1718,46
1719,26
1720,49
1721,21
1722,21
1723,35
1724,22
1725,103
1726,21
1727,52
1728,102
1729,83
1730,119
1731,98
1732,93
1733,25
1734,22
1735,21
1736,58
1737,21
1738,22
1739,24
1740,25
1741,35
1742,57
1743,64
1744,61
1745,22
1746,28
1747,42
1748,62
1749,102
1750,85
1751,28
1752,111
1753,92
1754,75
1755,22
1756,78
1757,93
1758,65
1759,66
1760,64
1761,64
1762,53
1763,49
1764,118
1765,75
1766,60
1767,57
1768,84
1769,80
1770,95
1771,22
1772,26
1773,44
1774,84
1775,21
1776,58
1777,23
1778,43
1779,31
1780,22
1781,31
1782,65
1783,21
1784,26
1785,40
1786,23
1787,22
1788,32
1789,97
1790,84
1791,22
1792,52
1793,38
1794,69
1795,50
1796,26
1797,35
1798,27
1799,22
1800,26
1801,23
1802,25
1803,45
1804,71
1805,22
1806,45
1807,35
1808,26
1809,22
1810,88
1811,31
1812,41
1813,47
1814,36
1815,79
1816,22
1817,53
1818,100
1819,42
1820,42
1821,69
1822,58
1823,23
1824,25
1825,34
1826,79
1827,42
1828,98
1829,22
1830,58
1831,23
1832,27
1833,106
1834,71
1835,21
1836,21
1837,29
1838,43
1839,28
1840,37
1841,32
1842,64
1843,21
1844,21
1845,24
1846,83
1847,22
1848,85
1849,68
1850,59
1851,31
1852,39
1853,30
1854,46
1855,72
1856,82
1857,31
1858,28
1859,66
1860,40
1861,21
1862,105
1863,85
1864,110
1865,62
1866,105
1867,21
1868,21
1869,38
1870,28
1871,42
1872,99
1873,21
1874,44
1875,103
1876,25
1877,31
1878,21
1879,22
1880,23
1881,71
1882,39
1883,57
1884,23
1885,22
1886,35
1887,117
1888,39
1889,73
1890,64
1891,21
1892,75
1893,56
1894,93
1895,68
1896,30
1897,81
1898,69
1899,34
1900,27
1901,21
1902,120
1903,24
1904,23
1905,44
1906,23
1907,33
1908,113
1909,25
1910,42
1911,22
1912,21
1913,21
1914,78
1915,23
1916,23
1917,25
1918,23
1919,58
1920,21
1921,95
1922,64
1923,85
1924,44
1925,49
1926,48
1927,108
1928,34
1929,29
1930,31
1931,71
1932,35
1933,31
1934,21
1935,50
1936,111
1937,23
1938,21
1939,104
1940,33
1941,46
1942,21
1943,34
1944,53
1945,91
1946,50
1947,80
1948,22
1949,73
1950,39
1951,23
1952,57
1953,24
1954,21
1955,25
1956,85
1957,54
1958,23
1959,26
1960,21
1961,47
1962,21
1963,37
1964,119
1965,21
1966,22
1967,110
1968,25
1969,23
1970,94
1971,57
1972,67
1973,110
1974,22
1975,31
1976,83
1977,67
1978,24
1979,118
1980,40
1981,64
1982,23
1983,24
1984,112
1985,24
1986,34
1987,78
1988,95
1989,53
1990,22
1991,100
1992,24
1993,23
1994,32
1995,24
1996,25
1997,40
1998,23
1999,38
2000,57
2001,21
2002,23
2003,33
2004,21
2005,27
2006,81
2007,93
2008,21
2009,21
2010,91
2011,45
2012,73
2013,21
2014,74
2015,67
2016,27
2017,24
2018,44
2019,23
2020,92
2021,56
2022,22
2023,22
2024,85
2025,40
2026,29
2027,21
2028,21
2029,42
2030,47
2031,64
2032,52
2033,71
2034,22
2035,58
2036,21
2037,115
2038,44
2039,22
2040,21
2041,34
2042,62
2043,79
2044,39
2045,38
2046,44
2047,79
2048,66
2049,22
2050,21
2051,50
2052,76
2053,22
2054,67
2055,53
2056,55
2057,22
2058,66
2059,62
2060,54
2061,28
2062,34
2063,26
2064,22
2065,47
2066,116
2067,23
2068,45
2069,43
2070,28
2071,48
2072,21
2073,21
2074,33
2075,40
2076,43
2077,118
2078,28
2079,26
2080,22
2081,29
2082,101
2083,101
2084,38
2085,56
2086,44
2087,23
2088,73
2089,27
2090,92
2091,34
2092,54
2093,27
2094,66
2095,71
2096,100
2097,64
2098,112
2099,38
2100,26
2101,26
2102,22
2103,26
2104,29
2105,40
2106,78
2107,97
2108,39
2109,22
2110,24
2111,51
2112,39
2113,22
2114,43
2115,21
2116,76
2117,22
2118,23
2119,46
2120,34
2121,21
2122,21
2123,22
2124,30
2125,71
2126,90
2127,27
2128,38
2129,83
2130,76
2131,72
2132,22
2133,97
2134,21
2135,37
2136,33
2137,92
2138,31
2139,107
2140,21
2141,47
2142,45
2143,42
2144,63
2145,22
2146,43
2147,40
2148,25
2149,65
2150,22
2151,62
2152,76
2153,22
2154,79
2155,23
2156,98
2157,58
2158,37
2159,32
2160,40
2161,26
2162,23
2163,56
2164,23
2165,25
2166,23
2167,51
2168,22
2169,43
2170,45
2171,23
2172,23
2173,23
2174,63
2175,92
2176,26
2177,26
2178,32
2179,44
2180,21
2181,39
2182,26
2183,78
2184,54
2185,22
2186,21
2187,44
2188,73
2189,38
2190,114
2191,27
2192,75
2193,23
2194,117
2195,119
2196,33
2197,22
2198,51
2199,44
2200,61
2201,24
2202,65
2203,88
2204,30
2205,35
2206,66
2207,56
2208,65
2209,22
2210,24
2211,67
2212,56
2213,39
2214,44
2215,27
2216,49
2217,44
2218,94
2219,31
2220,21
2221,89
2222,62
2223,87
2224,21
2225,61
2226,86
2227,35
2228,86
2229,37
2230,21
2231,43
2232,59
2233,69
2234,33
2235,21
2236,24
2237,23
2238,65
2239,107
2240,27
2241,112
2242,60
2243,118
2244,37
2245,25
2246,27
2247,22
2248,82
2249,24
2250,38
2251,95
2252,21
2253,24
2254,68
2255,22
2256,102
2257,48
2258,44
2259,73
2260,21
2261,46
2262,28
2263,72
2264,28
2265,71
2266,84
2267,44
2268,105
2269,45
2270,39
2271,25
2272,42
2273,24
2274,25
2275,21
2276,36
2277,44
2278,22
2279,27
2280,72
2281,51
2282,24
2283,87
2284,87
2285,110
2286,113
2287,74
2288,44
2289,41
2290,44
2291,53
2292,22
2293,100
2294,33
2295,36
2296,58
2297,26
2298,21
2299,50
2300,86
2301,43
2302,93
2303,31
2304,71
2305,22
2306,33
2307,25
2308,61
2309,44
2310,43
2311,37
2312,23
2313,70
2314,29
2315,21
2316,63
2317,27
2318,85
2319,26
2320,88
2321,32
2322,105
2323,120
2324,28
2325,30
2326,36
2327,21
2328,53
2329,40
2330,53
2331,38
2332,21
2333,42
2334,96
2335,86
2336,57
2337,28
2338,22
2339,31
2340,94
2341,54
2342,93
2343,21
2344,33
2345,24
2346,22
2347,22
2348,43
2349,21
2350,33
2351,33
2352,32
2353,30
2354,32
2355,68
2356,68
2357,95
2358,72
2359,31
2360,32
2361,33
2362,97
2363,38
2364,114
2365,77
2366,29
2367,54
2368,22
2369,34
2370,21
2371,21
2372,22
2373,105
2374,22
2375,41
2376,23
2377,26
2378,58
2379,65
2380,26
2381,22
2382,23
2383,60
2384,38
2385,45
2386,35
2387,25
2388,36
2389,24
2390,55
2391,95
2392,56
2393,44
2394,31
2395,53
2396,30
2397,67
2398,27
2399,39
2400,23
2401,29
2402,42
2403,27
2404,26
2405,56
2406,86
2407,36
2408,109
2409,41
2410,24
2411,24
2412,55
2413,29
2414,104
2415,23
2416,106
2417,31
2418,33
2419,32
2420,50
2421,21
2422,27
2423,26
2424,54
2425,62
2426,106
2427,21
2428,35
2429,25
2430,42
2431,55
2432,48
2433,22
2434,114
2435,97
2436,72
2437,81
2438,30
2439,65
2440,30
2441,46
2442,113
2443,21
2444,108
2445,97
2446,24
2447,96
2448,26
2449,51
2450,27
2451,102
2452,63
2453,52
2454,24
2455,30
2456,29
2457,23
2458,32
2459,78
2460,32
2461,113
2462,36
2463,21
2464,21
2465,35
2466,102
2467,85
2468,26
2469,27
2470,46
2471,54
2472,94
2473,43
2474,58
2475,84
2476,35
2477,95
2478,66
2479,69
2480,40
2481,21
2482,58
2483,25
2484,60
2485,98
2486,51
2487,21
2488,21
2489,21
2490,90
2491,37
2492,21
2493,29
2494,39
2495,22
2496,77
2497,34
2498,108
2499,21
2500,66
2501,41
2502,66
2503,51
2504,21
2505,33
2506,37
2507,43
2508,28
2509,24
2510,27
2511,87
2512,26
2513,119
2514,22
2515,119
2516,97
2517,67
2518,21
2519,115
2520,77
2521,101
2522,35
2523,82
2524,26
2525,115
2526,105
2527,21
2528,32
2529,94
2530,23
2531,23
2532,33
2533,98
2534,76
2535,40
2536,28
2537,26
2538,21
2539,56
2540,39
2541,30
2542,41
2543,76
2544,30
2545,53
2546,75
2547,26
2548,31
2549,85
2550,25
2551,23
2552,71
2553,65
2554,21
2555,21
2556,61
2557,114
2558,22
2559,22
2560,89
2561,26
2562,26
2563,26
2564,23
2565,22
2566,79
2567,42
2568,30
2569,95
2570,24
2571,93
2572,26
2573,67
2574,58
2575,55
2576,31
2577,37
2578,108
2579,74
2580,28
2581,24
2582,119
2583,22
2584,107
2585,21
2586,22
2587,54
2588,21
2589,25
2590,74
2591,90
2592,43
2593,21
2594,23
2595,69
2596,23
2597,117
2598,27
2599,43
2600,92
2601,40
2602,34
2603,23
2604,26
2605,22
2606,81
2607,56
2608,49
2609,72
2610,35
2611,107
2612,119
2613,34
2614,21
2615,106
2616,37
2617,23
2618,48
2619,37
2620,35
2621,31
2622,29
2623,21
2624,37
2625,41
2626,74
2627,55
2628,40
2629,22
2630,24
2631,31
2632,50
2633,56
2634,44
2635,95
2636,77
2637,31
2638,44
2639,32
2640,23
2641,21
2642,29
2643,23
2644,36
2645,32
2646,22
2647,111
2648,49
2649,62
2650,34
2651,21
2652,22
2653,78
2654,22
2655,47
2656,28
2657,95
2658,25
2659,88
2660,120
2661,37
2662,25
2663,50
2664,23
2665,82
2666,40
2667,110
2668,24
2669,21
2670,30
2671,31
2672,22
2673,67
2674,45
2675,47
2676,23
2677,58
2678,43
2679,71
2680,32
2681,21
2682,86
2683,40
2684,80
2685,110
2686,22
2687,23
2688,87
2689,30
2690,21
2691,87
2692,88
2693,26
2694,36
2695,21
2696,22
2697,120
2698,116
2699,29
2700,21
2701,29
2702,70
2703,24
2704,22
2705,28
2706,75
2707,26
2708,21
2709,29
2710,21
2711,34
2712,29
2713,97
2714,112
2715,23
2716,89
2717,21
2718,29
2719,64
2720,35
2721,30
2722,46
2723,28
2724,57
2725,21
2726,29
2727,78
2728,21
2729,28
2730,23
2731,22
2732,60
2733,105
2734,29
2735,79
2736,26
2737,22
2738,21
2739,27
2740,39
2741,22
2742,69
2743,90
2744,21
2745,64
2746,21
2747,101
2748,78
2749,32
2750,53
2751,26
2752,75
2753,24
2754,49
2755,36
2756,26
2757,112
2758,26
2759,29
2760,27
2761,35
2762,39
2763,21
2764,31
2765,89
2766,81
2767,56
2768,21
2769,101
2770,118
2771,40
2772,21
2773,67
2774,31
2775,22
2776,36
2777,35
2778,21
2779,26
2780,90
2781,60
2782,44
2783,55
2784,104
2785,23
2786,22
2787,24
2788,23
2789,33
2790,47
2791,35
2792,92
2793,22
2794,36
2795,26
2796,114
2797,26
2798,108
2799,119
2800,24
2801,106
2802,40
2803,26
2804,59
2805,101
2806,32
2807,23
2808,30
2809,35
2810,35
2811,25
2812,23
2813,21
2814,102
2815,22
2816,24
2817,21
2818,28
2819,30
2820,38
2821,102
2822,83
2823,30
2824,21
2825,27
2826,54
2827,21
2828,48
2829,48
2830,21
2831,82
2832,42
2833,40
2834,22
2835,25
2836,34
2837,41
2838,32
2839,82
2840,21
2841,92
2842,21
2843,23
2844,100
2845,21
2846,25
2847,22
2848,21
2849,47
2850,39
2851,46
2852,40
2853,29
2854,111
2855,43
2856,55
2857,49
2858,44
2859,25
2860,24
2861,45
2862,22
2863,71
2864,22
2865,24
2866,21
2867,42
2868,70
2869,33
2870,30
2871,70
2872,27
2873,36
2874,105
2875,24
2876,38
2877,24
2878,30
2879,46
2880,77
2881,92
2882,23
2883,28
2884,24
2885,22
2886,95
2887,95
2888,68
2889,36
2890,23
2891,114
2892,21
2893,25
2894,66
2895,22
2896,38
2897,69
2898,59
2899,25
2900,23
2901,21
2902,21
2903,38
2904,44
2905,113
2906,65
2907,21
2908,23
2909,22
2910,54
2911,117
2912,118
2913,81
2914,27
2915,24
2916,112
2917,24
2918,22
2919,63
2920,58
2921,26
2922,59
2923,64
2924,43
2925,34
2926,91
2927,21
2928,23
2929,44
2930,27
2931,31
2932,54
2933,29
2934,96
2935,24
2936,27
2937,52
2938,26
2939,38
2940,66
2941,106
2942,37
2943,65
2944,71
2945,77
2946,111
2947,66
2948,21
2949,21
2950,35
2951,62
2952,30
2953,23
2954,34
2955,106
2956,47
2957,28
2958,21
2959,75
2960,96
2961,27
2962,23
2963,43
2964,56
2965,21
2966,72
2967,119
2968,64
2969,21
2970,37
2971,36
2972,21
2973,115
2974,24
2975,72
2976,74
2977,23
2978,40
2979,79
2980,25
2981,116
2982,41
2983,51
2984,22
2985,117
2986,45
2987,65
2988,27
2989,45
2990,41
2991,24
2992,96
2993,63
2994,71
2995,44
2996,79
2997,42
2998,44
2999,42
